TYPE,BOLT DIA (IN),BOLT LENGTH (MM),BOLT DESCRIPTION,BOLT MATERIAL,MSR,MTO,MSR - MTO,IN
STBT,"3/4""",90,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,B8M/8M/SS316,190,0,190,208
STBT,"3/4""",90,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,0,8,-8,209
STBT,"3/4""",100,JACK SCREW HDG,B7,20,16,4,210
STBT,"3/4""",100,JACK SCREW HDG,B7M,490,254,236,211
STBT,"3/4""",100,JACK SCREW HDG,L7M,16,22,-6,212
STBT,"3/4""",100,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,A325,70,0,70,213
STBT,"3/4""",100,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,B8M/8M/SS316,50,0,50,214
STBT,"3/4""",105,JACK SCREW HDG,B7,38,16,22,215
STBT,"3/4""",105,JACK SCREW HDG,B7M,276,138,138,216
STBT,"3/4""",105,JACK SCREW HDG,L7M,46,26,20,217
STBT,"3/4""",105,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,A325,15,0,15,218
STBT,"3/4""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,84,80,4,219
STBT,"3/4""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,32,32,0,220
STBT,"3/4""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,24,0,24,221
STBT,"3/4""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,12,12,0,222
STBT,"3/4""",110,JACK SCREW HDG,B7,0,2,-2,223
STBT,"3/4""",110,JACK SCREW HDG,B7M,0,16,-16,224
STBT,"3/4""",115,JACK SCREW HDG,B7,70,38,32,225
STBT,"3/4""",115,JACK SCREW HDG,B7M,342,180,162,226
STBT,"3/4""",115,JACK SCREW HDG,L7M,100,46,54,227
STBT,"3/4""",115,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,1032,1000,32,228
STBT,"3/4""",115,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,4,0,4,229
STBT,"3/4""",115,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,96,0,96,230
STBT,"3/4""",115,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,176,136,40,231
STBT,"3/4""",120,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,1932,1980,-48,232
STBT,"3/4""",120,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,748,680,68,233
STBT,"3/4""",120,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,120,112,8,234
STBT,"3/4""",125,JACK SCREW HDG,B7,46,16,30,235
STBT,"3/4""",125,JACK SCREW HDG,B7M,274,88,186,236
STBT,"3/4""",125,JACK SCREW HDG,L7M,6,6,0,237
STBT,"3/4""",125,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7M/2HM,208,0,208,238
STBT,"3/4""",125,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,L7M/7M,24,0,24,239
STBT,"3/4""",125,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,268,292,-24,240
STBT,"3/4""",125,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M,0,2,-2,241
STBT,"3/4""",125,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,1342,1512,-170,242
STBT,"3/4""",125,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,64,64,0,243
STBT,"3/4""",130,JACK SCREW HDG,B7,6,2,4,244
STBT,"3/4""",130,JACK SCREW HDG,B7M,102,58,44,245
STBT,"3/4""",130,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,10,8,2,246
STBT,"3/4""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,140,60,80,247
STBT,"3/4""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,64,12,52,248
STBT,"3/4""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,0,8,-8,249
STBT,"3/4""",135,JACK SCREW HDG,B7,12,0,12,250
STBT,"3/4""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,128,80,48,251
STBT,"3/4""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,144,136,8,252
STBT,"3/4""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,96,96,0,253
STBT,"3/4""",140,JACK SCREW HDG,B7M,282,148,134,254
STBT,"3/4""",140,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,140,120,20,255
STBT,"3/4""",140,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,696,632,64,256
STBT,"3/4""",140,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,360,360,0,257
STBT,"3/4""",145,JACK SCREW HDG,B7M,20,4,16,258
STBT,"3/4""",145,JACK SCREW HDG,L7M,24,8,16,259
STBT,"3/4""",145,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,40,16,24,260
STBT,"3/4""",145,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,20,20,0,261
STBT,"3/4""",145,STUD BOLT WITH 4 HEAVY HEX NUTS,SDSS2507,45,0,45,262
STBT,"3/4""",150,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,80,64,16,263
STBT,"3/4""",150,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,16,0,16,264
STBT,"3/4""",150,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,12,12,0,265
STBT,"3/4""",150,STUD BOLT WITH 2 HEAVY HEX NUTS PTFE COATED,B7/2H/A307,30,0,30,266
STBT,"3/4""",155,JACK SCREW HDG,B7,2,0,2,267
STBT,"3/4""",155,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,132,32,100,268
STBT,"3/4""",155,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,60,48,12,269
STBT,"3/4""",160,JACK SCREW HDG,B7,2,0,2,270
STBT,"3/4""",160,JACK SCREW HDG,B7M,268,172,96,271
STBT,"3/4""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,80,80,0,272
STBT,"3/4""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,48,48,0,273
STBT,"3/4""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,8,0,8,274
STBT,"3/4""",165,JACK SCREW HDG,B7,2,0,2,275
STBT,"3/4""",165,JACK SCREW HDG,B7M,82,42,40,276
STBT,"3/4""",165,JACK SCREW HDG,L7M,42,4,38,277
STBT,"3/4""",165,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,128,80,48,278
STBT,"3/4""",165,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,20,0,20,279
STBT,"3/4""",170,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,520,424,96,280
STBT,"3/4""",175,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,20,16,4,281
STBT,"3/4""",180,JACK SCREW HDG,B7M,72,0,72,282
STBT,"3/4""",180,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,0,24,-24,283
STBT,"3/4""",180,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,20,0,20,284
STBT,"3/4""",185,JACK SCREW HDG,B7M,148,62,86,285
STBT,"3/4""",185,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,12,12,0,286
STBT,"3/4""",190,JACK SCREW HDG,B7,8,0,8,287
STBT,"3/4""",190,JACK SCREW HDG,B7M,62,24,38,288
STBT,"3/4""",200,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,400,376,24,289
STBT,"3/4""",205,JACK SCREW HDG,B7M,6,0,6,290
STBT,"3/4""",205,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,50,0,50,291
STBT,"3/4""",210,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,48,48,0,292
STBT,"3/4""",220,JACK SCREW HDG,B7,2,0,2,293
STBT,"3/4""",220,JACK SCREW HDG,B7M,16,0,16,294
STBT,"3/4""",230,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,76,48,28,295
STBT,"3/4""",230,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,30,0,30,296
STBT,"3/4""",235,JACK SCREW HDG,B7M,64,0,64,297
STBT,"3/4""",235,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,150,96,54,298
STBT,"3/4""",250,JACK SCREW HDG,B7M,8,0,8,299
STBT,"3/4""",255,JACK SCREW HDG,B7M,160,80,80,300
STBT,"3/4""",260,JACK SCREW HDG,B7M,12,0,12,301
STBT,"3/4""",265,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,10,0,10,302
STBT,"3/4""",285,JACK SCREW HDG,B7M,4,0,4,303
STBT,"3/4""",295,JACK SCREW HDG,B7M,24,0,24,304
STBT,"3/4""",295,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M,0,2,-2,305
STBT,"3/4""",355,JACK SCREW HDG,B7M,6,0,6,306
STBT,"3/4""",395,JACK SCREW HDG,B7M,6,0,6,307
STBT,"3/8""",60,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,B8M/8M/SS316,270,0,270,308
STBT,"3/8""",70,STUD BOLT WITH 2 HEAVY HEX NUTS EGALV,B7/2H,2700,2098,602,309
STBT,"3/8""",90,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,B8M/8M/SS316,90,0,90,310
STBT,"3/8""",100,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,A325/8M,20,0,20,311
STBT,"5/16""",60,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,B8M/8M/SS316,10,0,10,312
STBT,"5/8""",70,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,12,0,12,313
STBT,"5/8""",80,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,52,0,52,314
STBT,"5/8""",85,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,A325,30,0,30,315
STBT,"5/8""",85,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7M/2HM,12,0,12,316
STBT,"5/8""",85,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,192,160,32,317
STBT,"5/8""",85,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,260,260,0,318
STBT,"5/8""",85,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7ML,108,0,108,319
STBT,"5/8""",90,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,B8M/8M/SS316,70,0,70,320
STBT,"5/8""",90,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,116,60,56,321
STBT,"5/8""",90,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,184,176,8,322
STBT,"5/8""",90,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,0,4,-4,323
STBT,"5/8""",90,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7ML,60,0,60,324
STBT,"5/8""",95,STUD BOLT WITH 2 HEAVY HEX NUTS,B8M/8M,0,16,-16,325
STBT,"5/8""",95,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,388,340,48,326
STBT,"5/8""",95,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,4936,4876,60,327
STBT,"5/8""",95,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,264,200,64,328
STBT,"5/8""",95,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,68,0,68,329
STBT,"5/8""",95,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,148,120,28,330
STBT,"5/8""",95,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7ML,68,0,68,331
STBT,"5/8""",100,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,92,4,88,332
STBT,"5/8""",100,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,2608,2436,172,333
STBT,"5/8""",100,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,1736,1744,-8,334
STBT,"5/8""",100,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,292,188,104,335
STBT,"5/8""",100,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7ML,516,0,516,336
STBT,"5/8""",105,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,195,264,-69,337
STBT,"5/8""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,4852,4648,204,338
STBT,"5/8""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,232,232,0,339
STBT,"5/8""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,144,0,144,340
STBT,"5/8""",105,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,740,748,-8,341
STBT,"5/8""",110,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,56,16,40,342
STBT,"5/8""",110,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,132,116,16,343
STBT,"5/8""",110,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,80,56,24,344
STBT,"5/8""",110,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,0,4,-4,345
STBT,"5/8""",115,MACHINE BOLT WITH 1 HEAVY HEX NUT AND WASHERS,A325,45,0,45,346
STBT,"5/8""",115,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,88,56,32,347
STBT,"5/8""",115,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,104,88,16,348
STBT,"5/8""",115,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,8,8,0,349
STBT,"5/8""",120,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,284,280,4,350
STBT,"5/8""",120,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,528,408,120,351
STBT,"5/8""",120,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,1744,1736,8,352
STBT,"5/8""",120,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,52,48,4,353
STBT,"5/8""",125,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,40,0,40,354
STBT,"5/8""",125,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,48,48,0,355
STBT,"5/8""",130,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,0,68,-68,356
STBT,"5/8""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,56,64,-8,357
STBT,"5/8""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,118,8,110,358
STBT,"5/8""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,16,0,16,359
STBT,"5/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,348,208,140,360
STBT,"5/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,64,56,8,361
STBT,"5/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,160,160,0,362
STBT,"5/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,16,16,0,363
STBT,"5/8""",140,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,32,32,0,364
STBT,"5/8""",140,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,44,36,8,365
STBT,"5/8""",150,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,80,72,8,366
STBT,"5/8""",150,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,64,72,-8,367
STBT,"5/8""",150,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,0,152,-152,368
STBT,"5/8""",150,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,0,16,-16,369
STBT,"5/8""",155,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,16,16,0,370
STBT,"5/8""",160,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,0,8,-8,371
STBT,"5/8""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,72,0,72,372
STBT,"5/8""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,20,0,20,373
STBT,"5/8""",165,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,1792,1680,112,374
STBT,"5/8""",170,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,35,24,11,375
STBT,"5/8""",180,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,34,0,34,376
STBT,"5/8""",185,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,12,0,12,377
STBT,"5/8""",195,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,5,0,5,378
STBT,"5/8""",200,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,15,24,-9,379
STBT,"5/8""",215,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,75,0,75,380
STBT,"7/8""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,144,120,24,381
STBT,"7/8""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,36,0,36,382
STBT,"7/8""",130,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,288,288,0,383
STBT,"7/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS,B8M/8M,0,36,-36,384
STBT,"7/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,156,156,0,385
STBT,"7/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,84,0,84,386
STBT,"7/8""",135,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,72,72,0,387
STBT,"7/8""",140,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,60,48,12,388
STBT,"7/8""",140,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,436,432,4,389
STBT,"7/8""",140,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,8,8,0,390
STBT,"7/8""",145,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,8,0,8,391
STBT,"7/8""",150,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,168,168,0,392
STBT,"7/8""",155,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B8M/8M,36,0,36,393
STBT,"7/8""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,864,824,40,394
STBT,"7/8""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,8536,8672,-136,395
STBT,"7/8""",160,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,96,96,0,396
STBT,"7/8""",165,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,32,0,32,397
STBT,"7/8""",165,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,96,0,96,398
STBT,"7/8""",165,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,24,0,24,399
STBT,"7/8""",170,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,32,24,8,400
STBT,"7/8""",170,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,136,136,0,401
STBT,"7/8""",170,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,24,24,0,402
STBT,"7/8""",175,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,0,0,0,403
STBT,"7/8""",175,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,16,16,0,404
STBT,"7/8""",180,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,116,112,4,405
STBT,"7/8""",180,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,0,296,-296,406
STBT,"7/8""",185,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,16,8,8,407
STBT,"7/8""",185,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,0,16,-16,408
STBT,"7/8""",190,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,8,8,0,409
STBT,"7/8""",195,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,128,120,8,410
STBT,"7/8""",195,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,960,584,376,411
STBT,"7/8""",200,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,88,56,32,412
STBT,"7/8""",200,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,480,392,88,413
STBT,"7/8""",200,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,24,16,8,414
STBT,"7/8""",205,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,0,16,-16,415
STBT,"7/8""",210,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,36,36,0,416
STBT,"7/8""",215,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,60,60,0,417
STBT,"7/8""",215,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,24,0,24,418
STBT,"7/8""",215,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7M/2HM,132,0,132,419
STBT,"7/8""",215,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,L7M/7M,16,0,16,420
STBT,"7/8""",300,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,480,384,96,421
STBT,"7/8""",310,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,90,60,30,422
STBT,"7/8""",315,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,12,12,0,423
STBT,"7/8""",330,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,87,48,39,424
STBT,"7/8""",360,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B7/2H/A307,318,24,294,425
STBT,"7/8""",365,STUD BOLT WITH 2 HEAVY HEX NUTS HDG,B7/2H,36,0,36,426
STBT,M32,175,STUD BOLT WITH 2 HEAVY HEX NUTS AND WASHERS HDG,B8M/8M,22,0,22,427
